Unnamed: 0,question,answer,파일명,result
11,24.6월말 기준 금융복합기업집단의 자본적정성 비율이 어느정도였지?,"’24.6월말 금융복합기업집단의 자본적정성 비율은 184.3%로 전년말(193.7%)
대비 9.4%p 하락하였습니다.",241107 (보도자료) 석간_24.6월말 금융복합기업집단 자본적정성 비율.pdf,"2024년 6월 말 기준 금융복합기업집단의 자본적정성 비율은 184.3%로, 전년말의 193.7%에 비해 9.4%p 하락하였습니다. 이 비율은 금융복합기업집단법상 규제비율인 100%를 상회하고 있습니다 (출처: ./data_txt/241107 (보도자료) 석간_24.6월말 금융ᅩᆨ합기업집단 자본적정성 비율.txt)."
12,카카오모빌리티가 증선위에서 왜 조치를 받은거였지?,"증선위는 재무제표의 영업수익과 영업비용을 과대계상한 ㈜카카오모빌리티(이하 ‘회사’)에 대해, “직무상 주의의무를 현저히 결한 중대한 회계처리기준 위반”이 있다고 보아 중징계를 결정하였습니다.","241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.hwp","카카오모빌리티는 증권선물위원회(증선위)에서 회계처리기준 위반으로 중징계 조치를 받았습니다. 구체적으로, 회사는 재무제표의 영업수익과 영업비용을 과대계상한 것으로 판단되었으며, 이는 ""직무상 주의의무를 현저히 결한 중대한 회계처리기준 위반""으로 간주되었습니다. 이에 따라 카카오모빌리티는 34.6억원의 과징금을 부과받았고, 대표이사와 전 재무담당임원에게도 각각 3.4억원의 과징금이 부과되었습니다. 또한, 전 재무담당임원에 대한 해임 권고와 직무정지 6개월, 감사인 지정 2년 등의 제재 조치가 결정되었습니다 (출처: ./data_txt/241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.txt)."
13,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 언제 어디서 진행됐었지?,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 24.8.23.(금) 정부서울청사에서 진행되었습니다.,"위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.pdf","위메프·티몬 사태 관련 관계부처 TF 3차 회의는 2024년 8월 23일 금요일 15:40부터 17:00까지 정부서울청사에서 진행되었습니다. (출처: ./data_txt/위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.txt)"
14,"보험부채 할인율 현실화 방안 문서에서, 보험 할인율은 어떻게 계산하고 있지?",할인율은 실무적으로 국고채 수익률을 토대로 산출한 무위험 금리기간구조에 유동성프리미엄을 가산하여 산출합니다.,241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.pdf,"보험부채 할인율은 보험계약의 장래 현금 유출입을 추정하고 이를 현재 시점으로 할인하여 시가 평가하는 방식으로 계산됩니다. 구체적으로는, 할인율은 단일한 수치가 아닌 시점별 수익률 곡선으로 구성되며, 실무적으로는 국고채 수익률을 기반으로 한 무위험 금리 기간 구조에 유동성 프리미엄을 가산하여 산출됩니다. 

할인율 산출 과정은 다음과 같습니다:
1. **관찰금리**: 0년에서 20년까지는 국고채 금리를 직접 사용합니다. 이 구간의 가장 긴 만기를 최종관찰만기(LOT)라고 하며, 현재는 국고채 20년을 사용하고 있습니다.
2. **추정금리**: 20년 이후 구간은 장기 수렴점과 모형을 이용하여 보간구간(20LOT~60년) 및 수렴구간(60년 이후)으로 산출합니다.

이러한 방식으로 보험부채 할인율이 현실화되고 있으며, 감독당국은 매년 할인율 운영 자문위원회를 통해 차년도 할인율 적용 기준을 마련하고 있습니다 (출처: ./data_txt/241106[별첨1] 보험부채 할인율 ᒪᅧᆫ실화 연착륙 방안.txt)."
15,"대부업계 개인채무자보호법 준비실태 사전 현장점검 결과에 따르면, 개인채무자보호법은 언제 시행되지?",개인채무자보호법은 24.10.17. 시행됩니다.,241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과.pdf,"개인채무자보호법은 2024년 10월 17일부터 시행됩니다. 이 법은 지난해 연말 국회를 통과하여 금년 1월에 공포되었으며, 시행을 위한 준비가 진행되고 있습니다 (출처: ./data_txt/241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.txt)."
16,카드사 유료 부가상품 관련 원스톱 서비스가 뭐지?,카드사 원스톱 서비스란 모바일 앱에서 유료 부가상품 가입 내역을 통합 조회하고 간편하게 해지할 수 있는 서비스를 말합니다.,241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 쉽고 편리하게 관리하세요!.pdf,"카드사 유료 부가상품 관련 원스톱 서비스는 소비자들이 자신이 가입한 유료 부가상품의 현황을 한눈에 파악하고, 불필요한 상품을 쉽게 해지할 수 있도록 돕는 통합 조회 및 간편 해지 서비스입니다. 이 서비스는 모바일 앱에서 제공되며, 현재 일부 카드사에서는 이러한 기능이 마련되어 있지 않아 소비자들이 불편을 겪고 있는 상황입니다. 앞으로 모든 카드사의 모바일 앱에서 이 원스톱 서비스를 제공할 예정입니다 (출처: ./data_txt/241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 ቉ᅱᆸ고 편리하게 관리하세요!)."
17,"24년 11월에 있었던 옴부즈만 위촉 관련, 이번 옴부즈만은 몇기야?",금융감독원은 24.11.4. 외부전문가 5명을 제7기 옴부즈만으로 위촉하였습니다.,241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다.pdf,이번 옴부즈만은 제7기입니다. (출처: ./data_txt/241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다.txt)
18,보험사기로 인해 형사처벌을 받는 경우 형량이 어느정도인지?,보험사기방지특별법상 10년 이하의 징역 또는 5천만원 이하의 벌금을 받게 됩니다.,241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발.pdf,"보험사기로 인해 형사처벌을 받는 경우, 형량은 보험사기방지특별법에 따라 10년 이하의 징역형 또는 5천만원 이하의 벌금에 처해질 수 있습니다. 이러한 처벌은 보험사기를 주도한 병원 및 의료진뿐만 아니라, 이들의 제안에 동조하거나 가담한 환자들에게도 적용될 수 있습니다 (출처: ./data_txt/241029 금융감독원 서울경찰청 공조 보험사기 적발.txt)."
19,경영인정기보험은 누구를 대상으로 가입하는 보험인가?,경영인정기보험은 중소기업이 경영진의 유고 등에 대비하기 위해 대표이사 등을 피보험자로 하여 가입하는 보장성 보험입니다.,241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.pdf,경영인정기보험은 주로 중소기업을 대상으로 가입하는 보장성 보험입니다. 이 보험은 경영진의 유고에 대비하기 위해 대표이사(CEO) 등을 피보험자로 하여 가입하는 것이 원래의 목적입니다. 그러나 최근에는 개인이나 개인사업자를 대상으로 절세효과를 내세우며 판매되는 사례도 확인되고 있습니다. (출처: ./data_txt/241101 경영인정기보험 관련 불건전 영업행위 점검 자료)
20,24년도 3분기 등록 ABS 발행실적이 얼마인지?,24년 3분기 등록 ABS 발행금액은 10.7조원입니다.,241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.pdf,2024년 3분기 등록 ABS 발행 실적은 10.7조원입니다. (출처: ./data_txt/241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.txt)
21,중앙은행 디지털화폐(CBDC)가 무엇인지?,"Central Bank Digital Currency의 약자로, 중앙은행이 발행하는 디지털 형태의 새로운 화폐를 의미합니다.",241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.pdf,"중앙은행 디지털화폐(CBDC)는 중앙은행이 발행하는 디지털 형태의 새로운 화폐를 의미합니다. 이는 기존 자산을 분산원장기술 기반 플랫폼에서 유통될 수 있는 디지털 토큰으로 변환하는 과정을 포함하며, 금융기관 간 자금 거래 및 최종 결제 등에 활용될 수 있습니다. 최근 한국은행은 CBDC 시스템 내에서 예금 토큰 기반의 지급 및 이체 서비스를 구축할 계획을 발표하였으며, 이를 통해 이용자에게 실명으로 전자지갑을 개설하고, 은행 예금 기반의 토큰화된 지급수단을 제공할 예정입니다. 이러한 시스템은 거래 과정의 자동화와 결제 프로세스의 효율화를 통해 금융 서비스 혁신에 기여할 것으로 기대됩니다 (출처: ./data_txt/241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.txt)."
22,"창구 방문, 복잡한 서류가 필요없는 실손보험 청구 간소화는 언제부터 시행되었지?",24.10.25. 부터 실손보험 청구 전산화가 순차적으로 시행됩니다.,241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행.pdf,"실손보험 청구 간소화는 2024년 10월 25일부터 시행됩니다. 이 제도는 '창구 방문 없이', '복잡한 서류 없이' 보험 청구 절차를 간편하게 하여, 보험 소비자에게 소액보험금을 되돌려주는 것을 목표로 하고 있습니다 (출처: ./data_txt/241024 24.10.25일부터 창구 방ᅮᆫ 없는실ቅᅩᆫ보험 Ꭼ천산화 순차 시행.txt)."
23,가상자산 불공정거래(시세조종) 사건은 어떻게 이루어졌는지?,"혐의자가 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로, ①대량 고가 매수주문을 제출한 후 ②API를 통해 허수 매수주문을 지속ㆍ반복 제출하며 시세와 거래량을 인위적으로 변동시켜 일반 이용자가 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 하는 전형적인 시세조종 방식으로 이루어졌습니다.","241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..pdf","가상자산 불공정거래(시세조종) 사건은 혐의자가 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로 진행되었습니다. 이 사건은 전형적인 시세조종 방식으로, ① 대량 고가 매수주문을 제출한 후 ② API를 통해 허수 매수주문을 지속적으로 제출하여 시세와 거래량을 인위적으로 변동시켰습니다. 이러한 방식으로 일반 이용자들이 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 유도하였으며, 이로 인해 혐의자가 얻은 부당이득 규모는 수십 억 원에 달하는 것으로 파악되었습니다 (출처: ./data_txt/241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..txt).

금융당국은 이 사건에 대한 조사를 완료하고, 가상자산법 시행 이후 첫 번째 불공정거래 조치 사례로 검찰에 통보하였습니다. 이 과정에서 금융당국은 대용량 매매데이터 분석플랫폼을 활용하여 신속하게 조사를 진행하였고, '긴급조치절차(Fast Track)'를 통해 사건을 검찰에 통보하였습니다 (출처: ./data_txt/241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..txt)."
24,사이버위협 대응을 위한 제2금융권 모의해킹은 누가 진행하는지?,금융감독원은 금융보안원과 함께 화이트해커를 통한 제2금융권 블라인드 사이버 모의해킹 훈련을 진행하였습니다.,241023 사이버위협 대응을 위해 화이트해커를 통한 제2금융권 모의해킹 훈련실시.pdf,"사이버위협 대응을 위한 제2금융권 모의해킹은 금융감독원(금감원)과 금융보안원(금보원)이 함께 진행합니다. 이번 훈련은 화이트해커(금보원 RED IRIS팀)를 통해 불시에 실시되며, 금융회사가 가상의 공격자에 맞서 공격을 탐지하고 방어하는 방식으로 진행됩니다 (출처: ./data_txt/241023 사이버위협 대응을 위한 화이트해커를 통한 제2금융권 모의해킹 훈련 실시.txt)."
25,금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은?,청년들의 장기 재무목표 달성 및 올바른 금융태도 형성 지원을 위해서입니다.,241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.pdf,"금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은 청년들의 자산형성과 경제적 자립을 지원하기 위함입니다. 이 서비스는 만 19세에서 39세까지의 청년들을 대상으로 하며, 장기 재무목표 달성과 올바른 금융태도 형성을 지원하기 위해 맞춤형 재무상담을 제공합니다. 이를 통해 청년들이 자신의 재무상황을 진단하고, 전문 재무설계사와의 1:1 상담을 통해 보다 나은 금융 결정을 내릴 수 있도록 돕고자 합니다 (출처: Passage 0)."
26,"2024년 9월 회사채 발행 총액은 얼마이며, 2024년 8월과 비교해 몇 퍼센트 증가했습니까?","2024년 9월 회사채 발행 총액은 31조 5,354억 원으로, 2024년 8월(19조 7,182억 원) 대비 59.9% 증가하였습니다​.",241022 24.9월중 기업의 직접금융 조달실적.pdf,"2024년 9월 회사채 발행 총액은 31조 5,354억원입니다. 이는 2024년 8월의 19조 140억원과 비교하여 약 59.9% 증가한 수치입니다 (출처: ./data_txt/241022 24.9월중 기업의 직접금융 조달실적.txt)."
27,"2024년 8월 말 국내은행의 원화대출 연체율은 얼마이며, 전월 및 전년 동월 대비 각각 몇 퍼센트포인트 상승했습니까?","2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월(0.47%) 대비 0.06%p 상승하였으며, 전년 동월(0.43%) 대비 0.10%p 상승하였습니다.",241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).pdf,"2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월(0.47%) 대비 0.06%p 상승하였으며, 전년 동월(0.43%) 대비 0.10%p 상승하였습니다. (출처: ./data_txt/241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황[잠정].txt)"
28,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 얼마이며, 전분기 대비 몇 퍼센트포인트 변화했습니까?","2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%로, 전분기(223.6%) 대비 6.3%p 하락하였습니다​.",241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.pdf,"2024년 6월 말 경과조치 적용 후 보험회사의 평균 지급여력비율(K-ICS)은 217.3%이며, 전분기 대비 6.3%포인트 하락했습니다 (출처: ./data_txt/241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.txt)."
29,2024년 10월 17일부터 시행된 개인채무자 보호법의 주요 목적은 무엇입니까?,"개인채무자 보호법의 주요 목적은 금융회사의 채무조정을 활성화하고 연체이자 부담을 완화하며, 채권 매각 및 과도한 채권추심을 규율함으로써 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대하는 것입니다​.",241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.pdf,"2024년 10월 17일부터 시행되는 개인채무자 보호법의 주요 목적은 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화하여 그들이 빠르게 재기할 수 있도록 지원하는 것입니다. 이 법은 채무자가 금융회사에 직접 채무조정을 요청할 수 있게 하고, 연체이자 부담을 합리적으로 줄이며, 지나친 채권추심을 제한하여 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대시키는 것을 목표로 하고 있습니다. 또한, 이 법은 연체 채권 관리의 모든 과정을 규율하며, 채무자 보호를 위한 다양한 제도를 도입하고 있습니다 (출처: ./data_txt/241016 대출을 갚기 어려운 개인채무자의 ቐ환 및 독촉 부담을 완화.txt)."
30,"2024년 9월 가계대출 증가폭은 얼마였으며, 전월 대비 어떻게 변화했습니까?","2024년 9월 가계대출 증가폭은 5.2조 원으로, 전월(9.7조 원) 대비 증가폭이 축소되었습니다​.",241011 배포시 (보도참고) 긴장의 끈을 놓지 않고 가계부채를 철저히 관리.pdf,"2024년 9월 가계대출은 +5.2조원 증가하였으며, 이는 전월인 8월의 +9.7조원 대비 증가폭이 둔화된 것입니다. (출처: ./data_txt/241011 조간 (보도자료) 2024년 9원중 가계대출 동향(잠정).txt)"
31,2024년 10월 11일 기준금리 인하 이후 금감원이 주목한 주요 금융시장 리스크는 무엇입니까?,"금감원은 기준금리 인하 이후 주택가격 상승 기대감으로 인한 가계부채 확대 가능성, 부실 PF사업장의 정리 지연, 중소금융사의 연체율 상승 등 금융시장 리스크에 주목하고, 이에 대한 철저한 관리 기조를 유지할 것을 강조하였습니다​.","241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.pdf","2024년 10월 11일 기준금리 인하 이후 금융감독원이 주목한 주요 금융시장 리스크는 다음과 같습니다. 이복현 원장은 기준금리 인하에도 불구하고 시장금리가 이를 선반영하여 낮은 상태이며, 시장의 자금수요 확대 등을 감안할 때 금융시장의 불확실성이 여전히 높다고 평가했습니다. 특히, 가계부채, 기업 및 금융사의 신용등급 변화, 퇴직연금 이동 등으로 인한 자금시장 내 불안요인을 면밀히 모니터링하고 철저히 관리할 필요성을 강조했습니다. 또한, 고금리 여파로 취약한 부문에서 돌발적 상황이 발생할 수 있다는 경계감을 가지고 비상상황에 대비한 대응계획을 갖출 필요가 있다고 언급했습니다 (출처: ./data_txt/241011 배포시 (보도참고) 금감원, 금융ᅡᆼ 점검회의 개최.txt)."
32,퇴직연금 실물이전 서비스의 주요 목표는 무엇입니까?,"퇴직연금 실물이전 서비스는 가입자가 기존 상품을 해지하지 않고 사업자를 변경할 수 있도록 하여, 가입자의 손실을 최소화하고, 사업자 간 경쟁을 촉진하여 퇴직연금 수익률 개선을 목표로 합니다. 이 서비스는 2024년 10월 31일부터 개시됩니다​.",241010 (보도자료) 퇴직연금 실물이전서비스 개시.pdf,"퇴직연금 실물이전 서비스의 주요 목표는 퇴직연금 가입자의 선택권을 확대하고, 사업자 간의 건전한 경쟁을 촉진하여 퇴직연금 수익률을 개선하는 것입니다. 이 서비스는 기존의 상품을 해지하지 않고도 다른 금융사로 이전할 수 있도록 하여, 가입자가 부담하는 손실을 최소화하고, 퇴직연금 시장의 경쟁 구조를 강화하는 데 기여할 것으로 기대됩니다 (출처: ./data_txt/241010 (보도자료) 퇴직연금 실물이전서비스 개시.txt)."
33,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 무엇입니까?,"2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만 원 미만의 통신요금에 대해 직접 추심하거나 추심을 위탁하지 않으며, 매각도 하지 않습니다. 해당 금액은 모든 연체 회선의 통신요금을 합산한 기준입니다​.",241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.pdf,"2024년 12월부터 이동통신 3사(SK텔레콤, KT, LG유플러스)는 3년 이상 연체된 통신요금 중 30만원 미만에 대해서는 추심을 중단합니다. 이는 개인 및 개인사업자에게 적용되며, 연체된 모든 회선의 통신요금을 합산하여 30만원 미만인 경우에 해당됩니다. 이 조치는 소비자가 장기간 채권추심 압박에서 벗어나 평범한 일상으로 복귀할 수 있도록 돕기 위한 것입니다 (출처: ./data_txt/241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.txt)."
34,"단기매매차익 반환제도의 주요 목적은 무엇이며, 단기매매차익은 어떤 경우에 발생합니까?",단기매매차익 반환제도의 주요 목적은 미공개 정보를 이용한 부당 거래를 사전에 방지하는 것입니다. 단기매매차익은 상장사 임직원 또는 주요주주가 동일 증권을 6개월 이내에 매매하여 이익이 발생한 경우 반환 대상이 됩니다​.,241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내.pdf,"단기매매차익 반환제도의 주요 목적은 불공정 거래를 방지하는 것입니다. 이 제도는 미공개 정보를 이용했는지 여부와 관계없이 발생하는 단기매매차익에 대해 법인이 반환 청구를 할 수 있도록 규정하고 있습니다. 단기매매차익은 특정 증권을 매수한 후 6개월 이내에 매도하거나, 매도한 후 6개월 이내에 다시 매수하여 발생하는 이익을 의미합니다. 예를 들어, 상장사 임원이 재직 중에 주식을 매수한 후 퇴직 후에 매도하여 차익이 발생하는 경우가 이에 해당합니다 (출처: ./data_txt/241008 상장사 임직원 ጭᅮ요주주 단기매매차익 발생᡿ᅡ례 및 유의사항 안내.txt)."
