Unnamed: 0,question,answer,파일명,result
11,24.6월말 기준 금융복합기업집단의 자본적정성 비율이 어느정도였지?,"’24.6월말 금융복합기업집단의 자본적정성 비율은 184.3%로 전년말(193.7%)
대비 9.4%p 하락하였습니다.",241107 (보도자료) 석간_24.6월말 금융복합기업집단 자본적정성 비율.pdf,"2024년 6월 말 기준 금융복합기업집단의 자본적정성 비율은 184.3%로, 전년 말의 193.7%에 비해 9.4%p 하락했습니다. 이 비율은 금융복합기업집단법상 규제비율인 100%를 초과하고 있습니다 (출처: 241107 (보도자료) 석간_24.6월말 금융복합기업집단 자본적정성 비율.txt)."
12,카카오모빌리티가 증선위에서 왜 조치를 받은거였지?,"증선위는 재무제표의 영업수익과 영업비용을 과대계상한 ㈜카카오모빌리티(이하 ‘회사’)에 대해, “직무상 주의의무를 현저히 결한 중대한 회계처리기준 위반”이 있다고 보아 중징계를 결정하였습니다.","241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.hwp","카카오모빌리티는 증선위에서 ""직무상 주의의무를 현저히 결한 중대한 회계처리기준 위반""으로 중징계를 받았습니다. 구체적으로, 회사는 재무제표의 영업수익과 영업비용을 과대계상한 것으로 확인되었으며, 이에 따라 과징금이 부과되었습니다. 카카오모빌리티는 34.6억원, 대표이사는 3.4억원, 전 재무담당임원도 3.4억원의 과징금을 각각 부과받았습니다. 감사인은 회사의 회계처리기준 위반 사실을 적절히 반영하지 못한 것으로 나타났습니다 (출처: 241106(보도참고) 증선위, ㈜카카오모빌리티 회계처리기준 위반에 대하여 중징계 조치.txt)."
13,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 언제 어디서 진행됐었지?,위메프 티몬 사태 관련 관계부처 TF 3차 회의는 24.8.23.(금) 정부서울청사에서 진행되었습니다.,"위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.pdf","위메프·티몬 사태 관련 관계부처 TF 3차 회의는 2024년 8월 23일 금요일 15:40부터 17:00까지 정부서울청사에서 진행되었습니다. (출처: 위메프 티몬 사태 미정산 피해 현황점검, e커머스 제도개선 방안 조만간 마련.txt)"
14,"보험부채 할인율 현실화 방안 문서에서, 보험 할인율은 어떻게 계산하고 있지?",할인율은 실무적으로 국고채 수익률을 토대로 산출한 무위험 금리기간구조에 유동성프리미엄을 가산하여 산출합니다.,241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.pdf,"보험부채 할인율은 보험계약의 장래 현금 유출입을 추정하고 이를 현재 시점으로 할인하여 시가 평가하는 방식으로 계산됩니다. 이 과정에서 할인율은 단일한 수치가 아닌 시점별 수익률 곡선으로 설정되며, 실무적으로는 국고채 수익률을 기반으로 산출한 무위험 금리를 사용합니다. 또한, 금융감독원은 매년 할인율 운영 자문위원회를 개최하여 차년도 할인율 적용 기준을 마련하고 있습니다. 최근에는 최종 관찰 만기를 30년으로 확대하되, 3년 간 단계적으로 적용할 방침을 세우고 있습니다 (출처: 241106(보도자료) 합리적인 계리가정과 단계적 할인율 조정.txt, 241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.txt)."
15,"대부업계 개인채무자보호법 준비실태 사전 현장점검 결과에 따르면, 개인채무자보호법은 언제 시행되지?",개인채무자보호법은 24.10.17. 시행됩니다.,241106 대부업계 「개인채무자보호법」 준비실태 사전 현장점검 결과.pdf,"개인채무자보호법은 2024년 10월 17일부터 시행됩니다. 이 법은 지난해 연말 국회를 통과하여 금년 1월에 공포되었으며, 시행령안은 2024년 10월 15일 국무회의에서 의결되었습니다 (출처: 241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.txt)."
16,카드사 유료 부가상품 관련 원스톱 서비스가 뭐지?,카드사 원스톱 서비스란 모바일 앱에서 유료 부가상품 가입 내역을 통합 조회하고 간편하게 해지할 수 있는 서비스를 말합니다.,241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 쉽고 편리하게 관리하세요!.pdf,"카드사 유료 부가상품 관련 원스톱 서비스는 소비자가 자신이 가입한 유료 부가상품의 현황을 한눈에 확인하고, 원하지 않는 상품을 간편하게 해지할 수 있는 서비스입니다. 이 서비스는 일부 카드사의 모바일 앱에서 제공되며, 유료 부가상품의 통합 조회 및 해지 기능을 통해 소비자들이 불필요한 상품을 쉽게 관리할 수 있도록 돕습니다. 현재는 일부 카드사에서 이러한 서비스가 마련되어 있지 않아 소비자들이 불편을 겪고 있는 상황입니다 (출처: 241106 내가 가입한 카드사 유료 부가상품 이제 모바일에서 쉽고 편리하게 관리하세요!.txt)."
17,"24년 11월에 있었던 옴부즈만 위촉 관련, 이번 옴부즈만은 몇기야?",금융감독원은 24.11.4. 외부전문가 5명을 제7기 옴부즈만으로 위촉하였습니다.,241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다.pdf,이번 옴부즈만은 제7기입니다. (출처: 241106 (보도참고) 배포시_금융감독원은 제7기 옴부즈만을 신규로 위촉하였습니다.txt)
18,보험사기로 인해 형사처벌을 받는 경우 형량이 어느정도인지?,보험사기방지특별법상 10년 이하의 징역 또는 5천만원 이하의 벌금을 받게 됩니다.,241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발.pdf,"보험사기로 인해 형사처벌을 받는 경우, 형량은 보험사기방지특별법에 따라 10년 이하의 징역형 또는 5천만원 이하의 벌금에 처해질 수 있습니다. 이는 보험사기를 주도한 병원 및 브로커뿐만 아니라 이들의 제안에 동조하거나 가담한 환자들에게도 적용되는 사례가 다수 존재합니다 (출처: 241104 금융감독원과 부산남부경찰서가 공조 보험사기 적발.txt)."
19,경영인정기보험은 누구를 대상으로 가입하는 보험인가?,경영인정기보험은 중소기업이 경영진의 유고 등에 대비하기 위해 대표이사 등을 피보험자로 하여 가입하는 보장성 보험입니다.,241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.pdf,"경영인정기보험은 주로 법인을 대상으로 가입하는 보험입니다. 법인이 세법상 요건을 충족할 경우, 납부한 보험료를 비용으로 인정받아 절세 효과를 누릴 수 있습니다. 그러나 최근에는 개인이나 개인사업자를 대상으로도 판매되는 사례가 있으며, 이 경우 비용 인정이 불가능하다는 점에서 문제가 발생하고 있습니다 (출처: 241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.txt)."
20,24년도 3분기 등록 ABS 발행실적이 얼마인지?,24년 3분기 등록 ABS 발행금액은 10.7조원입니다.,241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.pdf,"2024년 3분기 등록 ABS 발행금액은 10.7조원으로, 전년 동기 대비 6.9조원(39.3%↓) 감소하였습니다. (출처: 241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.txt)"
21,중앙은행 디지털화폐(CBDC)가 무엇인지?,"Central Bank Digital Currency의 약자로, 중앙은행이 발행하는 디지털 형태의 새로운 화폐를 의미합니다.",241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.pdf,"중앙은행 디지털화폐(CBDC)는 중앙은행이 발행하는 디지털 형태의 새로운 화폐를 의미합니다. 이는 기존 자산을 분산원장기술 기반 플랫폼에서 유통될 수 있는 디지털 토큰으로 변환하는 과정을 포함하며, 경제적 가치를 가지며 이전될 수 있는 증표로 기능합니다. CBDC는 예금 기반의 토큰화된 지급수단을 통해 이용자에게 실명으로 전자지갑을 개설하고, 이를 통해 물품이나 서비스를 구매할 수 있는 지급·결제 기능을 제공합니다 (출처: 241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.txt)."
22,"창구 방문, 복잡한 서류가 필요없는 실손보험 청구 간소화는 언제부터 시행되었지?",24.10.25. 부터 실손보험 청구 전산화가 순차적으로 시행됩니다.,241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행.pdf,실손보험 청구 간소화는 2025년 10월 25일부터 시행될 예정입니다. 이 제도는 창구 방문 없이 복잡한 서류 없이 보험 청구 절차를 간편하게 하여 소액보험금을 소비자에게 되돌려주는 것을 목표로 하고 있습니다 (출처: 241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행.txt).
23,가상자산 불공정거래(시세조종) 사건은 어떻게 이루어졌는지?,"혐의자가 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로, ①대량 고가 매수주문을 제출한 후 ②API를 통해 허수 매수주문을 지속ㆍ반복 제출하며 시세와 거래량을 인위적으로 변동시켜 일반 이용자가 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 하는 전형적인 시세조종 방식으로 이루어졌습니다.","241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..pdf","가상자산 불공정거래(시세조종) 사건은 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로 이루어졌습니다. 이 사건은 가상자산법 시행 이후 처음으로 금융당국이 가상자산거래소의 이상거래를 적출하고 심리한 후 검찰에 통보한 사례로, 불공정거래의 유형으로는 미공개중요정보 이용, 시세조종, 부정거래 등이 포함됩니다. 혐의자는 허수 매수주문을 통해 가격을 조작하는 방식으로, 현재가보다 일정 비율 낮은 가격으로 매수주문을 제출하고 가격이 하락하면 해당 주문을 취소하는 방식으로 하루에 수십만 건의 주문을 반복적으로 제출했습니다. 금융당국은 이러한 불공정거래 혐의 사건을 신속히 조사하고 있으며, 이번 사건은 거래소로부터 심리결과를 통보받은 지 약 2개월 만에 조사가 완료되었습니다 (출처: 241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..txt)."
24,사이버위협 대응을 위한 제2금융권 모의해킹은 누가 진행하는지?,금융감독원은 금융보안원과 함께 화이트해커를 통한 제2금융권 블라인드 사이버 모의해킹 훈련을 진행하였습니다.,241023 사이버위협 대응을 위해 화이트해커를 통한 제2금융권 모의해킹 훈련실시.pdf,"사이버위협 대응을 위한 제2금융권 모의해킹은 금융감독원과 같은 관련 기관이 진행합니다. 이러한 모의해킹은 제2금융권의 사이버 보안 강화를 위해 필수적인 절차로, 금융기관의 보안 취약점을 점검하고 개선하기 위한 목적으로 수행됩니다. (출처: 240923 24년 제2차 「불공정거래 조사심리기관 협의회」 개최.txt)"
25,금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은?,청년들의 장기 재무목표 달성 및 올바른 금융태도 형성 지원을 위해서입니다.,241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.pdf,"금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은 청년들의 장기 재무목표 달성 및 올바른 금융태도 형성을 지원하기 위함입니다. 이 서비스는 만 19세에서 39세까지의 청년들을 대상으로 하며, 자산형성과 경제적 자립을 도모하기 위해 맞춤형 재무상담을 제공하는 계획입니다. 특히, 자립준비청년을 우선적으로 모집하여 그들의 금융적 필요를 충족시키고자 합니다 (출처: 241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.txt)."
26,"2024년 9월 회사채 발행 총액은 얼마이며, 2024년 8월과 비교해 몇 퍼센트 증가했습니까?","2024년 9월 회사채 발행 총액은 31조 5,354억 원으로, 2024년 8월(19조 7,182억 원) 대비 59.9% 증가하였습니다​.",241022 24.9월중 기업의 직접금융 조달실적.pdf,"2024년 9월 회사채 발행 총액은 10억원입니다. 2024년 8월과 비교할 때, 8월에는 회사채 발행이 없었으므로, 9월의 발행 총액은 8월 대비 100% 증가한 것으로 볼 수 있습니다 (출처: 241022 24.9월중 기업의 직접금융 조달실적.txt)."
27,"2024년 8월 말 국내은행의 원화대출 연체율은 얼마이며, 전월 및 전년 동월 대비 각각 몇 퍼센트포인트 상승했습니까?","2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월(0.47%) 대비 0.06%p 상승하였으며, 전년 동월(0.43%) 대비 0.10%p 상승하였습니다.",241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).pdf,"2024년 8월 말 국내은행의 원화대출 연체율은 0.40%입니다. 이는 전월(2024년 7월) 대비 0.02%p 상승하였고, 전년 동월(2023년 8월) 대비 0.02%p 상승한 수치입니다. (출처: 241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).txt)"
28,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 얼마이며, 전분기 대비 몇 퍼센트포인트 변화했습니까?","2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%로, 전분기(223.6%) 대비 6.3%p 하락하였습니다​.",241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.pdf,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%이며, 전분기 대비 6.3%포인트 하락했습니다 (출처: 241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.txt)."
29,2024년 10월 17일부터 시행된 개인채무자 보호법의 주요 목적은 무엇입니까?,"개인채무자 보호법의 주요 목적은 금융회사의 채무조정을 활성화하고 연체이자 부담을 완화하며, 채권 매각 및 과도한 채권추심을 규율함으로써 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대하는 것입니다​.",241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.pdf,"2024년 10월 17일부터 시행되는 개인채무자 보호법의 주요 목적은 금융회사의 자체 채무조정 활성화, 채권 매각 관련 규율 강화, 그리고 과도한 추심 제한 등을 통해 채무자를 보호하고 이들의 경제적 재기를 지원하는 것입니다. 이 법은 채무자가 장기연체에 빠지지 않도록 금융회사가 책임 있게 채무조정을 운영하도록 유도하며, 채권금융회사가 채권양도, 채권추심, 채무조정 등 5가지 업무에 대한 내부기준을 마련하도록 규정하고 있습니다 (출처: 240816 「개인채무자보호법」상 5개 내부기준 모범사례 마련 제공.txt)."
30,"2024년 9월 가계대출 증가폭은 얼마였으며, 전월 대비 어떻게 변화했습니까?","2024년 9월 가계대출 증가폭은 5.2조 원으로, 전월(9.7조 원) 대비 증가폭이 축소되었습니다​.",241011 배포시 (보도참고) 긴장의 끈을 놓지 않고 가계부채를 철저히 관리.pdf,"2024년 9월 가계대출은 5.2조원 증가하였으며, 이는 전월인 8월의 9.7조원 증가에 비해 상승폭이 둔화된 것입니다. (출처: 241011 조간 (보도자료) 2024년 9월중 가계대출 동향(잠정).txt)"
31,2024년 10월 11일 기준금리 인하 이후 금감원이 주목한 주요 금융시장 리스크는 무엇입니까?,"금감원은 기준금리 인하 이후 주택가격 상승 기대감으로 인한 가계부채 확대 가능성, 부실 PF사업장의 정리 지연, 중소금융사의 연체율 상승 등 금융시장 리스크에 주목하고, 이에 대한 철저한 관리 기조를 유지할 것을 강조하였습니다​.","241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.pdf","2024년 10월 11일 기준금리 인하 이후 금융감독원이 주목한 주요 금융시장 리스크는 가계부채의 확대 가능성입니다. 금리 인하에 따라 주택가격 상승 기대감이 커지면서 가계부채가 언제든지 증가할 수 있는 상황으로 평가되고 있습니다. 또한, 금융시장과 금융회사에 미칠 영향과 리스크를 면밀히 점검하여 부작용이 없도록 관리할 필요성이 강조되고 있습니다 (출처: 241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.txt)."
32,퇴직연금 실물이전 서비스의 주요 목표는 무엇입니까?,"퇴직연금 실물이전 서비스는 가입자가 기존 상품을 해지하지 않고 사업자를 변경할 수 있도록 하여, 가입자의 손실을 최소화하고, 사업자 간 경쟁을 촉진하여 퇴직연금 수익률 개선을 목표로 합니다. 이 서비스는 2024년 10월 31일부터 개시됩니다​.",241010 (보도자료) 퇴직연금 실물이전서비스 개시.pdf,"퇴직연금 실물이전 서비스의 주요 목표는 퇴직연금 가입자의 선택권을 확대하고, 사업자 간의 건전한 경쟁을 촉진하는 것입니다. 이 서비스는 가입자가 기존 운용 상품을 매도(해지)하지 않고도 퇴직연금 사업자를 변경할 수 있도록 하여, 계약 이전 시 발생할 수 있는 손실을 최소화하고 퇴직연금 수익률 개선에 기여할 것으로 기대됩니다 (출처: 241010 (보도자료) 퇴직연금 실물이전서비스 개시.txt)."
33,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 무엇입니까?,"2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만 원 미만의 통신요금에 대해 직접 추심하거나 추심을 위탁하지 않으며, 매각도 하지 않습니다. 해당 금액은 모든 연체 회선의 통신요금을 합산한 기준입니다​.",241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.pdf,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준에 대한 정보는 제공된 자료에서 확인할 수 없습니다. 따라서 해당 기준에 대한 구체적인 내용은 다른 출처를 통해 확인해야 할 것으로 보입니다. (출처: 제공된 자료)
34,"단기매매차익 반환제도의 주요 목적은 무엇이며, 단기매매차익은 어떤 경우에 발생합니까?",단기매매차익 반환제도의 주요 목적은 미공개 정보를 이용한 부당 거래를 사전에 방지하는 것입니다. 단기매매차익은 상장사 임직원 또는 주요주주가 동일 증권을 6개월 이내에 매매하여 이익이 발생한 경우 반환 대상이 됩니다​.,241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내.pdf,"단기매매차익 반환제도의 주요 목적은 미공개정보를 이용한 거래를 통한 부당 차익을 사전적으로 방지하는 것입니다. 이 제도에 따라 상장사의 임직원 또는 주요주주가 특정 증권을 6개월 이내에 매매하여 발생한 이익에 대해 해당 법인이 반환청구를 할 수 있습니다. 단기매매차익은 미공개정보 이용 여부와 관계없이 발생할 수 있으며, 이는 특정 증권을 매수한 후 6개월 이내에 매도하거나, 매도한 후 6개월 이내에 매수하여 얻은 이익을 포함합니다 (출처: 241008 상장사 임직원 주요주주 단기매매차익 발생사례 및 유의사항 안내.txt)."
