Unnamed: 0,question,answer,파일명,result
19,경영인정기보험은 누구를 대상으로 가입하는 보험인가?,경영인정기보험은 중소기업이 경영진의 유고 등에 대비하기 위해 대표이사 등을 피보험자로 하여 가입하는 보장성 보험입니다.,241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.pdf,"경영인정기보험은 주로 개인 고객을 대상으로 판매되며, 특히 세제 혜택 등을 오인하여 가입하는 경우가 있어 소비자 피해가 발생할 수 있습니다. 따라서 개인대상 판매가 제한되고, 설명자료 개선 등의 내부통제 강화를 검토하고 있습니다. 이는 소비자 보호를 위한 조치로, 경영인정기보험에 대한 불완전판매 우려가 제기되고 있습니다 (출처: 241101 경영인정기보험 관련 불건전 영업행위를 지속 점검하겠습니다.txt)."
20,24년도 3분기 등록 ABS 발행실적이 얼마인지?,24년 3분기 등록 ABS 발행금액은 10.7조원입니다.,241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.pdf,"2024년 3분기 등록 ABS 발행금액은 10.7조원으로, 전년 동기 대비 6.9조원(39.3%↓) 감소하였습니다. (출처: 241030 (보도자료) 석간_24년 3분기 등록 ABS 발행 실적.txt)"
21,중앙은행 디지털화폐(CBDC)가 무엇인지?,"Central Bank Digital Currency의 약자로, 중앙은행이 발행하는 디지털 형태의 새로운 화폐를 의미합니다.",241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.pdf,"중앙은행 디지털화폐(CBDC)는 중앙은행이 발행하는 디지털 형태의 새로운 화폐로, 기존의 화폐와는 달리 디지털 환경에서 사용될 수 있는 통화입니다. CBDC는 금융기관 간 자금 거래 및 최종 결제 등에 활용될 수 있으며, 최근 한국은행은 CBDC 시스템 내에서 예금 토큰 기반의 지급 및 이체 서비스를 구축할 계획을 발표했습니다. 이 시스템에서는 이용자가 전자지갑을 개설하고, 은행 예금 기반의 토큰화된 지급수단인 '예금 토큰'을 발행받아 물품이나 서비스를 구매할 수 있도록 지원합니다 (출처: 241030중앙은행 디지털 화폐(CBDC) 등 혁신금융서비스 9건 지정.txt)."
22,"창구 방문, 복잡한 서류가 필요없는 실손보험 청구 간소화는 언제부터 시행되었지?",24.10.25. 부터 실손보험 청구 전산화가 순차적으로 시행됩니다.,241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행.pdf,"실손보험 청구 간소화는 2024년 10월 25일부터 시행됩니다. 이 시스템은 '창구 방문 없이', '복잡한 서류 없이' 보험 청구 절차를 간편하게 하며, 병원급 의료기관과 보건소를 대상으로 전산화가 순차적으로 진행될 예정입니다 (출처: 241024 24.10.25일부터 창구 방문 없는실손보험 청구 전산화 순차 시행.txt)."
23,가상자산 불공정거래(시세조종) 사건은 어떻게 이루어졌는지?,"혐의자가 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로, ①대량 고가 매수주문을 제출한 후 ②API를 통해 허수 매수주문을 지속ㆍ반복 제출하며 시세와 거래량을 인위적으로 변동시켜 일반 이용자가 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 하는 전형적인 시세조종 방식으로 이루어졌습니다.","241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..pdf","가상자산 불공정거래(시세조종) 사건은 해외 가상자산 발행재단으로부터 전송받은 코인을 국내 가상자산거래소에서 높은 가격에 매도할 목적으로 이루어졌습니다. 이 사건의 주요 과정은 다음과 같습니다:

1. **대량 고가 매수주문 제출**: 혐의자는 먼저 대량의 고가 매수주문을 제출하여 시장에서 해당 코인의 가격을 인위적으로 상승시키는 첫 단계를 진행했습니다.

2. **허수 매수주문 반복 제출**: 이후 API(Application Programming Interface)를 통해 허수 매수주문을 지속적으로 제출하며, 시세와 거래량을 인위적으로 변동시켰습니다. 이러한 방식으로 일반 이용자들이 해당 코인에 대량의 매수세가 유입된 것으로 오인하도록 유도했습니다.

3. **부당이득 발생**: 이 과정에서 혐의자가 얻은 부당이득 규모는 수십 억 원에 달하는 것으로 파악되었습니다. 

이번 사건은 가상자산법 시행 이후 첫 번째로 검찰에 통보된 불공정거래 조치 사례로, 금융당국은 가상자산거래소의 이상거래 적출 및 심리 과정을 통해 사건을 신속히 조사하고 검찰에 통보했습니다 (출처: 241101(보도참고) 금융당국, 가상자산 불공정거래 척결에 나서겠습니다..txt)."
24,사이버위협 대응을 위한 제2금융권 모의해킹은 누가 진행하는지?,금융감독원은 금융보안원과 함께 화이트해커를 통한 제2금융권 블라인드 사이버 모의해킹 훈련을 진행하였습니다.,241023 사이버위협 대응을 위해 화이트해커를 통한 제2금융권 모의해킹 훈련실시.pdf,"사이버위협 대응을 위한 제2금융권 모의해킹은 금융감독원과 관련 기관들이 협력하여 진행합니다. 구체적으로, 금융위원회와 중소벤처기업부는 전체 금융권과 정책금융기관에 대해 협조를 요청하고 있으며, 이러한 협력 체계 속에서 사이버위협에 대한 대응 방안이 마련되고 있습니다. (출처: 240730 [별첨1] 위메프 티몬 사태 대응방안.txt)"
25,금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은?,청년들의 장기 재무목표 달성 및 올바른 금융태도 형성 지원을 위해서입니다.,241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.pdf,"금융감독원이 청년 무료 재무상담 서비스를 제공하는 목적은 청년들의 자산형성과 경제적 자립을 지원하고, 장기 재무목표 달성 및 올바른 금융태도 형성을 돕기 위함입니다. 이 서비스는 만 19세에서 39세의 청년들을 대상으로 하며, 전문 재무설계사와의 1:1 상담 기회를 제공하여 맞춤형 재무상담을 통해 청년들이 경제적으로 자립할 수 있도록 지원하고자 합니다. (출처: 241021 청년들에게 맞춤형 재무상담을 제공해 드립니다.txt)"
26,"2024년 9월 회사채 발행 총액은 얼마이며, 2024년 8월과 비교해 몇 퍼센트 증가했습니까?","2024년 9월 회사채 발행 총액은 31조 5,354억 원으로, 2024년 8월(19조 7,182억 원) 대비 59.9% 증가하였습니다​.",241022 24.9월중 기업의 직접금융 조달실적.pdf,"2024년 9월 회사채 발행 총액은 31조 5,354억원이며, 2024년 8월의 19조 7,182억원과 비교해 11조 8,172억원 증가했습니다. 이는 약 59.9%의 증가율에 해당합니다. (출처: 241022 24.9월중 기업의 직접금융 조달실적.txt)"
27,"2024년 8월 말 국내은행의 원화대출 연체율은 얼마이며, 전월 및 전년 동월 대비 각각 몇 퍼센트포인트 상승했습니까?","2024년 8월 말 국내은행의 원화대출 연체율은 0.53%로, 전월(0.47%) 대비 0.06%p 상승하였으며, 전년 동월(0.43%) 대비 0.10%p 상승하였습니다.",241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).pdf,"2024년 8월 말 국내은행의 원화대출 연체율은 0.53%입니다. 이는 전월인 7월 말의 0.47% 대비 0.06%p 상승하였고, 전년 동월인 2023년 8월의 0.43% 대비 0.10%p 상승한 수치입니다 (출처: 241018 (보도자료) 석간_24.8월말 국내은행의 원화대출 연체율 현황(잠정).txt)."
28,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 얼마이며, 전분기 대비 몇 퍼센트포인트 변화했습니까?","2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%로, 전분기(223.6%) 대비 6.3%p 하락하였습니다​.",241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.pdf,"2024년 6월 말 경과조치 적용 후 보험회사들의 평균 지급여력비율(K-ICS)은 217.3%이며, 전분기 대비 6.3%포인트 하락했습니다 (출처: 241017 (보도자료) 석간_24.6월말 기준 보험회사 지급여력비율 현황.txt)."
29,2024년 10월 17일부터 시행된 개인채무자 보호법의 주요 목적은 무엇입니까?,"개인채무자 보호법의 주요 목적은 금융회사의 채무조정을 활성화하고 연체이자 부담을 완화하며, 채권 매각 및 과도한 채권추심을 규율함으로써 채무자의 재기 가능성을 높이고 금융회사의 회수 가치를 증대하는 것입니다​.",241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.pdf,"2024년 10월 17일부터 시행되는 개인채무자 보호법의 주요 목적은 개인채무자를 보호하고 개인금융채권의 원활한 관리를 지원하는 것입니다. 이 법은 금융회사가 자체적으로 채무조정을 활성화하고, 과도한 채권추심을 제한하며, 채무자가 장기연체에 빠지지 않도록 돕기 위해 제정되었습니다. 또한, 채무자가 금융회사에 직접 채무조정을 요청할 수 있도록 하여 연체이자 부담을 합리적으로 줄이고, 채무자의 재기 가능성을 높이는 데 기여하고자 합니다 (출처: 241007 [별첨] 「개인채무자보호법」시행 점검회의 모두발언.txt, 241016 대출을 갚기 어려운 개인채무자의 상환 및 독촉 부담을 완화.txt)."
30,"2024년 9월 가계대출 증가폭은 얼마였으며, 전월 대비 어떻게 변화했습니까?","2024년 9월 가계대출 증가폭은 5.2조 원으로, 전월(9.7조 원) 대비 증가폭이 축소되었습니다​.",241011 배포시 (보도참고) 긴장의 끈을 놓지 않고 가계부채를 철저히 관리.pdf,"2024년 9월 가계대출은 +5.2조원 증가하였으며, 이는 전월인 8월(+9.7조원) 대비 증가폭이 축소된 것입니다. (출처: 241011 조간 (보도자료) 2024년 9월중 가계대출 동향(잠정).txt)"
31,2024년 10월 11일 기준금리 인하 이후 금감원이 주목한 주요 금융시장 리스크는 무엇입니까?,"금감원은 기준금리 인하 이후 주택가격 상승 기대감으로 인한 가계부채 확대 가능성, 부실 PF사업장의 정리 지연, 중소금융사의 연체율 상승 등 금융시장 리스크에 주목하고, 이에 대한 철저한 관리 기조를 유지할 것을 강조하였습니다​.","241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.pdf","2024년 10월 11일 기준금리 인하 이후 금융감독원이 주목한 주요 금융시장 리스크는 다음과 같습니다. 첫째, 시장금리가 기준금리보다 낮은 상태에서 자금 수요가 확대될 가능성이 있어 금융시장의 불확실성이 여전히 높다고 평가하였습니다. 둘째, 가계부채가 금리 인하에 따라 주택가격 상승 기대감 등으로 확대될 가능성이 있으며, 이에 따라 금융회사가 자체적으로 관리 노력을 지속해야 한다고 강조했습니다. 셋째, 금리 인하에 편승하여 부실 프로젝트 파이낸싱(PF) 사업장 정리가 지연될 가능성이 있어, 이를 적극적으로 지도할 필요가 있다고 언급하였습니다 (출처: 241011 배포시 (보도참고) 금감원, 금융상황 점검회의 개최.txt)."
32,퇴직연금 실물이전 서비스의 주요 목표는 무엇입니까?,"퇴직연금 실물이전 서비스는 가입자가 기존 상품을 해지하지 않고 사업자를 변경할 수 있도록 하여, 가입자의 손실을 최소화하고, 사업자 간 경쟁을 촉진하여 퇴직연금 수익률 개선을 목표로 합니다. 이 서비스는 2024년 10월 31일부터 개시됩니다​.",241010 (보도자료) 퇴직연금 실물이전서비스 개시.pdf,"퇴직연금 실물이전 서비스의 주요 목표는 퇴직연금 가입자의 선택권을 확대하고, 사업자 간의 건전한 경쟁을 촉진하는 것입니다. 이 서비스는 가입자가 기존 운용 상품을 매도하지 않고도 퇴직연금 사업자를 변경할 수 있도록 하여, 계약 이전 시 발생할 수 있는 손실을 최소화하고 퇴직연금 수익률 개선에 기여할 것으로 기대됩니다 (출처: 241010 (보도자료) 퇴직연금 실물이전서비스 개시.txt)."
33,2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준은 무엇입니까?,"2024년 12월부터 이동통신 3사는 3년 이상 연체된 30만 원 미만의 통신요금에 대해 직접 추심하거나 추심을 위탁하지 않으며, 매각도 하지 않습니다. 해당 금액은 모든 연체 회선의 통신요금을 합산한 기준입니다​.",241008 이동통신3사의 3년 이상 연체된 30만원 미만의 통신요금은 추심하지 않습니다.pdf,"2024년 12월부터 이동통신 3사가 추심을 중단하는 통신요금의 기준에 대한 정보는 제공된 자료에서 확인할 수 없습니다. 주어진 자료들은 보험부채 할인율, 해약환급금 준비금 제도 개선 방안 등 금융 관련 내용에 집중되어 있으며, 이동통신 요금이나 추심 중단에 대한 구체적인 기준은 언급되지 않았습니다. 따라서 해당 질문에 대한 답변을 제공할 수 없습니다. (출처: 241106[별첨1] 보험부채 할인율 현실화 연착륙 방안.txt, (금융위)240930[별첨] 해약환급금준비금 제도개선방안.txt)"
